id,name,catchment-area,easting,northing,latitude,longitude,river,location,station-level,measuring-authority-id,measuring-authority-station-id,hydrometric-area,opened,closed,station-type,bankfull-flow,structurefull-flow,sensitivity,nrfa-mean-flow,nrfa-peak-flow,feh-pooling,feh-qmed,feh-neither,nhmp,benchmark,live-data,eflag,historic-droughts,marius,outlook-analogues,outlook-esp,factors-affecting-runoff,gdf-start-date,gdf-end-date,gdf-mean-flow,gdf-min-flow,gdf-first-date-of-min,gdf-last-date-of-min,gdf-max-flow,gdf-first-date-of-max,gdf-last-date-of-max,gdf-q95-flow,gdf-q70-flow,gdf-q50-flow,gdf-q10-flow,gdf-q05-flow,gdf-base-flow-index,gdf-day-count,gdf-flow-count,gdf-percent-complete,peak-flow-start-date,peak-flow-end-date,qmed,minimum-altitude,10-percentile-altitude,50-percentile-altitude,90-percentile-altitude,maximum-altitude,saar-1941-1970,saar-1961-1990,lcm2000-woodland,lcm2000-arable-horticultural,lcm2000-grassland,lcm2000-mountain-heath-bog,lcm2000-urban,lcm2007-woodland,lcm2007-arable-horticultural,lcm2007-grassland,lcm2007-mountain-heath-bog,lcm2007-urban,high-perm-bedrock,moderate-perm-bedrock,low-perm-bedrock,mixed-perm-bedrock,high-perm-superficial,low-perm-superficial,mixed-perm-superficial,propwet,bfihost,farl,dpsbar,sprhost,rmed-1d,rmed-2d,rmed-1h,ldp,dplbar,altbar,aspbar,aspvar,ihdtm-height,ihdtm-catchment-area,mean-flood-plain-depth,mean-flood-plain-location,mean-flood-plain-extent,urbext-1990,urbconc-1990,urbloc-1990,urbext-2000,urbconc-2000,urbloc-2000,data-summary
27066,Blackburn Brook at Ashlowes,42.8,439278.0,391355.0,53.41754,-1.41049,Blackburn Brook,Ashlowes,33.3,EA-Y,F0660,27,1984-01-01,2007-06-25,FV,,,40.0,true,false,false,false,false,false,false,false,false,false,false,false,false,SGI,1981-01-08,2007-06-25,0.317,0.008,1981-08-02,1981-08-02,33.9,2007-06-25,2007-06-25,0.033,0.084,0.146,0.735,1.14,0.38,9665,9625,99.586,,,,31.5,71.0,121.6,210.4,312.6,740,748,0.2529,0.1437,0.2442,0.0007,0.3488,0.1751,0.1618,0.3183,0.0116,0.3319,,,,1.0,,,,0.38,0.487,0.972,82.7,29.35,35.6,47.7,10.6,14.28,7.49,132,89,0.3,31.5,41.76,0.219,0.702,0.0226,0.1629,0.693,0.77,0.1706,0.874,0.817,gdf;gmf;cmr;cdr;cdr-d
27067,Sheaf at Highfield Road,49.1,435755.0,386369.0,53.37298,-1.46406,Sheaf,Highfield Road,54.1,EA-Y,F0402,27,1984-01-01,,FVUS,,,23.0,true,false,false,false,false,false,false,false,false,false,false,false,false,N,1981-01-09,2021-09-30,0.582,0.044,2003-09-05,2003-09-05,29.59,1991-12-21,1991-12-21,0.083,0.18,0.318,1.296,1.929,0.45,14875,14845,99.798,,,,58.1,108.0,190.0,345.9,434.6,860,886,0.1734,0.062,0.247,0.0964,0.4149,0.1574,0.0383,0.3184,0.1193,0.366,,0.1858,,0.8142,,0.0116,0.0098,0.38,0.401,0.982,97.2,35.37,37.2,49.6,10.5,14.72,7.97,205,79,0.31,58.1,49.09,0.239,0.626,0.0236,0.1716,0.754,0.594,0.2598,0.921,0.624,gdf;gmf;cmr;cdr;cdr-d
27068,Ryburn at Ripponden,33.0,403547.0,418938.0,53.66691,-1.94779,Ryburn,Ripponden,96.8,EA-Y,F1240,27,1984-01-01,,FV,,,21.0,true,false,false,false,false,false,false,false,false,false,false,false,false,SP,1981-03-31,2021-09-30,0.635,0.101,1984-09-02,1996-03-10,16.68,2019-03-16,2019-03-16,0.202,0.258,0.316,1.32,2.163,0.5,14794,14701,99.371,,,,132.2,240.9,344.2,416.9,482.4,1349,1367,0.0593,0.0074,0.4077,0.452,0.0207,0.035,0.0216,0.3295,0.5644,0.0194,,1.0,,,,0.5111,,0.57,0.327,0.844,129.0,50.54,48.6,65.1,11.9,10.75,5.47,334,55,0.25,132.2,34.29,0.17,1.18,0.0154,0.0035,0.084,0.053,0.0058,0.592,0.264,gdf;gmf;cmr;cdr;cdr-d
27069,Wiske at Kirby Wiske,215.5,437579.0,484363.0,54.25357,-1.42471,Wiske,Kirby Wiske,20.3,EA-Y,F2320,27,1984-01-01,,FV,,2.0,15.0,true,false,false,false,false,false,false,true,false,false,false,false,false,E,1980-03-25,2021-09-30,4.849,0.128,1997-10-04,1997-10-04,137.0,2012-09-26,2012-09-26,0.193,0.377,0.657,14.2,29.15,0.16,15165,15155,99.934,,,,21.2,31.6,52.4,79.0,314.1,652,632,0.0419,0.5718,0.3366,0.0011,0.0424,0.0309,0.5662,0.3598,0.003,0.0389,0.474,0.0013,0.1159,0.4088,0.1622,0.0132,0.8222,0.34,0.401,0.996,27.2,37.66,29.3,36.7,10.4,49.25,21.78,56,253,0.15,21.2,213.14,1.054,0.9,0.1633,0.0172,0.694,0.679,0.0196,0.808,0.66,gdf;gmf;cmr;cdr;cdr-d
27071,Swale at Crakehill,1363.0,442503.0,473339.0,54.15412,-1.35069,Swale,Crakehill,12.0,EA-Y,F2302,27,1955-01-01,,C VA,,,7.6,true,true,true,true,false,false,true,true,false,true,true,false,true,N,1955-11-01,2021-09-30,20.278,0.858,1959-09-27,1959-09-27,246.6,1963-03-07,1963-03-07,3.518,7.402,12.01,46.87,68.52,0.48,24076,24014,99.742,1980-05-29,,161.926,14.6,31.4,104.1,464.1,714.3,872,835,0.0636,0.3516,0.4132,0.1245,0.0339,0.0527,0.3571,0.3727,0.1927,0.0225,0.3232,0.4855,0.1163,0.075,0.1543,0.1104,0.5751,0.38,0.436,0.994,66.9,39.86,34.4,43.7,10.8,116.15,56.05,182,116,0.1,14.7,1354.43,1.124,0.713,0.1193,0.009,0.548,0.713,0.013,0.742,0.749,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27072,Worth at Keighley,71.7,406369.0,440866.0,53.86397,-1.90464,Worth,Keighley,96.5,EA-Y,F1403,27,1980-01-01,,FV,,7.2,13.1,true,false,false,false,false,false,false,false,false,false,false,false,false,SR,1980-12-17,2021-09-30,1.383,0.135,1984-08-19,1984-08-19,20.8,2015-12-26,2015-12-26,0.312,0.516,0.789,3.141,4.59,0.51,14898,14863,99.765,,,,96.5,189.7,295.3,408.6,456.6,1217,1207,0.07,0.0244,0.474,0.3166,0.0948,0.0462,0.0114,0.4181,0.4181,0.0983,,0.9965,,0.0035,0.0016,0.3243,0.3686,0.57,0.364,0.946,117.4,43.72,39.7,54.9,10.7,15.4,8.38,295,68,0.24,96.5,71.16,0.337,0.912,0.0241,0.0378,0.678,0.362,0.0573,0.783,0.394,gdf;gmf;cmr;cdr;cdr-d
27073,Brompton Beck at Snainton Ings,12.9,493627.0,479462.0,54.20237,-0.56618,Brompton Beck,Snainton Ings,9.0,EA-Y,F2760,27,1984-01-01,,C,,3.0,90.0,true,true,true,true,false,false,true,true,false,true,false,false,true,GN,1981-02-13,2021-09-30,0.27,0.0,1990-10-08,1990-10-10,1.47,2012-11-30,2012-11-30,0.05,0.134,0.208,0.548,0.676,0.91,14840,14816,99.838,1981-02-13,,0.82,21.1,22.7,63.9,189.1,222.2,717,721,0.05,0.7059,0.1848,0.0065,0.0528,0.023,0.8035,0.157,,0.0153,,0.6298,0.3702,,,0.3355,,0.39,0.887,1.0,47.7,17.77,32.2,41.2,10.4,9.71,4.53,82,163,0.59,21.1,8.06,1.299,0.446,0.2373,0.0121,0.486,0.884,0.0079,0.463,0.879,gdf;gmf;cmr;cdr;cdr-d;gauging-stage;gauging-flow;amax-stage;amax-flow
27074,Spen Beck at Northorpe,46.3,422476.0,421023.0,53.68518,-1.66116,Spen Beck,Northorpe,40.8,EA-Y,F1385,27,1982-06-01,,C,,,39.0,true,false,false,false,false,false,false,true,false,false,false,false,false,E,1982-06-22,2021-09-30,0.579,0.068,2000-09-08,2000-09-08,18.4,2007-06-25,2007-06-25,0.104,0.231,0.385,1.18,1.751,0.53,14346,14341,99.965,,,,44.1,75.7,133.1,203.9,295.9,817,792,0.1034,0.0592,0.4026,0.0019,0.4198,0.0222,0.1182,0.3921,0.0038,0.4616,,,,1.0,0.0007,,0.2336,0.39,0.426,0.973,65.8,31.65,34.0,46.1,10.4,16.3,8.56,137,145,0.29,44.1,45.82,0.413,0.761,0.0457,0.2037,0.749,0.993,0.2565,0.853,1.029,gdf;gmf;cmr;cdr;cdr-d
27075,Bedale Beck at Leeming,160.3,430621.0,490249.0,54.30693,-1.5309,Bedale Beck,Leeming,23.8,EA-Y,F2330,27,1983-04-21,,FV,,3.0,12.6,true,false,false,false,false,false,false,true,false,false,false,false,false,N,1983-04-24,2021-09-30,3.254,0.234,1989-09-30,1989-09-30,135.0,2012-09-25,2012-09-25,0.35,0.603,0.99,4.88,13.5,0.32,14040,13990,99.644,,,,25.5,38.5,99.2,233.2,456.7,741,729,0.0566,0.4326,0.4458,0.024,0.0359,0.0489,0.4387,0.4587,0.0315,0.0206,0.4692,0.5308,,,0.313,0.0105,0.6535,0.38,0.496,0.989,38.2,38.62,33.0,40.6,10.8,35.35,16.42,116,108,0.37,25.6,140.12,0.751,0.786,0.1058,0.0091,0.497,0.494,0.0133,0.724,0.526,gdf;gmf;cmr;cdr;cdr-d
27076,Bielby Beck at Thornton Lock,103.1,476061.0,444429.0,53.89047,-0.84417,Bielby Beck,Thornton Lock,6.2,EA-Y,F2830,27,1983-04-14,,FV,,8.0,33.0,true,false,false,false,false,false,false,true,false,false,false,false,false,I,1983-04-14,2021-09-30,0.493,0.008,1990-07-25,1991-09-01,11.3,2000-11-07,2012-11-25,0.028,0.105,0.237,1.028,1.55,0.53,14050,14004,99.673,,,,7.8,13.5,90.0,190.7,245.0,723,697,0.0905,0.4899,0.3607,0.0001,0.0394,0.0806,0.6792,0.2103,0.0045,0.0245,0.5125,,0.1016,0.3859,0.0026,0.2771,0.0335,0.32,0.764,0.98,67.3,22.55,31.7,38.8,11.6,23.5,13.57,94,201,0.34,7.8,107.48,0.762,0.492,0.1476,0.0081,0.694,0.67,0.0099,0.765,0.666,gdf;gmf;cmr;cdr;cdr-d
27077,Bradford Beck at Shipley,58.0,415123.0,437472.0,53.83329,-1.7717,Bradford Beck,Shipley,68.0,EA-Y,F1650,27,1983-09-20,,FV,,,16.0,true,false,false,false,false,false,false,false,false,false,false,false,false,I,1983-09-19,2021-09-30,0.596,0.102,2019-07-06,2019-07-06,13.79,2007-06-25,2007-06-25,0.159,0.249,0.352,1.241,1.783,0.52,13892,13892,100.0,,,,68.4,120.4,186.0,279.0,402.1,925,931,0.0932,0.0313,0.2696,0.0068,0.5685,0.0345,0.0075,0.2961,0.0115,0.6486,,0.0185,,0.9815,,,0.5605,0.57,0.525,0.984,79.9,24.72,36.4,48.7,10.5,16.56,8.52,193,46,0.25,68.8,57.59,0.322,0.681,0.0342,0.3248,0.838,0.833,0.4213,0.913,0.845,gdf;gmf;cmr;cdr;cdr-d
27079,Calder at Methley,930.0,440828.0,425695.0,53.72607,-1.38269,Calder,Methley,17.0,EA-Y,F1301,27,1986-06,,US,288.0,,8.0,true,true,true,true,false,false,false,false,false,false,false,false,false,SR,1988-06-07,2021-09-30,20.199,4.442,1996-07-26,1996-07-26,306.1,2008-01-21,2008-01-21,5.876,8.95,12.67,41.7,59.1,0.55,12169,11759,96.631,1988-08-01,,233.867,11.5,50.4,188.4,386.8,580.3,1026,1024,0.1457,0.1056,0.4009,0.1314,0.188,0.0811,0.1378,0.3856,0.1884,0.1948,0.0001,0.4826,,0.5173,0.0101,0.1328,0.0533,0.39,0.525,0.922,104.6,30.07,39.5,53.3,10.8,88.74,54.88,205,87,0.16,16.7,950.18,1.004,0.629,0.0598,0.0883,0.736,0.762,0.1063,0.817,0.796,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27080,Aire at Oulton Lemonroyd,865.0,438170.0,428169.0,53.7485,-1.42267,Aire,Oulton Lemonroyd,18.0,EA-Y,F1702,27,1985-09-06,,C,,,7.0,true,true,true,true,false,false,false,true,false,false,false,false,false,PEI,1985-09-06,2021-09-30,18.73,3.787,1989-10-09,1989-10-09,228.0,2015-12-27,2015-12-27,5.35,8.14,11.7,40.45,56.58,0.54,13174,13174,100.0,1985-09-06,,156.076,13.1,75.2,175.4,344.9,586.0,971,984,0.0992,0.0424,0.5427,0.0621,0.2383,0.0669,0.039,0.5236,0.1208,0.2448,,0.6885,0.0035,0.3081,0.0122,0.0313,0.5083,0.4,0.402,0.96,86.7,37.9,37.2,49.1,10.6,96.06,51.29,194,119,0.12,16.8,861.58,0.81,0.909,0.0636,0.111,0.791,0.557,0.1529,0.882,0.582,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27081,Oulton Beck at Oulton Farrer Lane,25.1,436447.0,428102.0,53.74802,-1.4488,Oulton Beck,Oulton Farrer Lane,20.0,EA-Y,F1715,27,1985-02,,FV,,,33.0,true,true,true,true,false,false,false,true,false,false,false,false,false,,1986-11-01,2021-09-30,0.159,0.013,1991-09-07,1991-09-07,5.16,2007-06-25,2007-06-25,0.031,0.062,0.093,0.336,0.485,0.53,12753,12753,100.0,1985-02-19,,2.47,20.1,47.1,76.0,122.8,143.7,656,677,0.0985,0.2917,0.1806,0.0005,0.3983,0.0491,0.416,0.1728,0.0021,0.356,,,,1.0,0.0032,,0.0688,0.32,0.535,0.997,40.4,24.4,31.1,40.5,10.5,13.9,6.86,80,87,0.39,20.2,25.1,0.387,0.923,0.0486,0.2122,0.755,0.994,0.2235,0.849,1.011,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27082,Cundall Beck at Bat Bridge,23.5,441924.0,472437.0,54.14606,-1.35968,Cundall Beck,Bat Bridge,14.1,EA-Y,F2311,27,1986-11,,FV,,,32.0,true,false,false,false,false,false,false,true,false,false,false,false,false,IN,1987-01-01,2021-09-30,0.289,0.016,1992-06-15,1997-10-05,34.6,2015-12-28,2015-12-28,0.034,0.066,0.093,0.29,0.545,0.31,12692,12635,99.551,,,,16.1,19.1,30.9,49.0,60.9,632,635,0.02,0.6861,0.1803,,0.0862,0.0257,0.6812,0.2703,0.0001,0.0228,1.0,,,,0.8773,,0.1227,0.34,0.654,0.999,14.8,31.6,29.9,36.8,10.8,9.86,5.27,32,91,0.4,16.1,22.83,0.977,0.745,0.2044,0.0114,0.516,1.018,0.0176,0.685,1.035,gdf;gmf;cmr;cdr;cdr-d
27083,Foss at Huntington,118.0,461239.0,454337.0,53.98147,-1.06768,Foss,Huntington,7.5,EA-Y,F2470,27,1987-04,,VA+IV,,,,true,true,true,true,false,false,false,true,false,false,false,false,false,EN,1987-04-15,2021-09-30,0.893,0.0,2018-06-12,2018-06-12,32.5,2015-12-26,2015-12-26,0.07,0.196,0.39,2.22,3.4,0.43,12588,12574,99.889,1987-04-01,,12.703,7.4,13.7,26.5,74.6,174.7,644,637,0.0597,0.5433,0.2821,0.0143,0.0818,0.0405,0.5233,0.3519,0.0261,0.0567,0.5135,0.0602,0.3394,0.0868,0.0101,0.5625,0.3527,0.32,0.478,0.99,20.0,34.29,29.7,38.9,11.1,33.85,17.47,39,195,0.28,7.4,126.35,1.574,0.802,0.2951,0.0239,0.714,0.37,0.0343,0.83,0.397,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27084,Eastburn Beck at Crosshills,43.35,402035.0,445263.0,53.90353,-1.97051,Eastburn Beck,Crosshills,89.0,EA-Y,F1525,27,1988-01-01,,FV,,55.5,24.0,true,true,false,true,false,false,true,false,false,false,false,false,false,N,1988-02-25,2021-09-30,0.884,0.033,1995-08-22,1995-08-22,37.4,2015-12-26,2015-12-26,0.077,0.2,0.398,2.18,3.32,0.35,12272,12272,100.0,1988-02-25,,28.85,87.9,152.9,269.5,343.1,442.1,1123,1129,0.0639,0.0273,0.7625,0.0931,0.0438,0.049,0.007,0.7255,0.184,0.0337,,1.0,,,0.0233,0.0692,0.633,0.62,0.315,0.998,114.2,46.64,38.1,53.1,10.5,12.1,7.46,260,35,0.2,87.9,41.01,0.287,0.55,0.025,0.0101,0.601,0.47,0.0177,0.661,0.549,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27085,Cod Beck at Dalton Bridge,209.34,442199.0,476603.0,54.18348,-1.35489,Cod Beck,Dalton Bridge,19.0,EA-Y,F2313_SL,27,1989-01-01,,IV,25.0,,0.0,true,false,false,false,false,false,false,true,false,false,false,false,false,PG,1988-12-15,2021-09-30,1.696,0.0,2020-08-10,2020-08-10,27.8,1999-03-07,1999-03-07,0.199,0.465,0.834,4.04,6.1,0.48,11978,11673,97.454,,,,17.6,34.0,94.1,264.3,398.4,708,696,0.1265,0.4255,0.3346,0.0705,0.0332,0.1118,0.4133,0.3738,0.0762,0.0234,0.1231,0.2013,0.6442,0.0315,0.1438,0.0595,0.5846,0.34,0.413,0.988,68.6,37.12,30.4,39.8,10.8,37.92,18.05,119,232,0.31,17.6,206.16,0.777,0.683,0.1027,0.0089,0.524,0.705,0.012,0.699,0.594,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d
27086,Skell at Ripon Alma Weir,119.5,431570.0,470949.0,54.13342,-1.51834,Skell,Ripon Alma Weir,22.5,EA-Y,F2216,27,1984-01-01,,FVUS,,,20.6,true,true,true,true,false,false,false,true,false,false,false,false,false,G,1984-07-17,2021-09-30,1.57,0.038,2017-09-02,2017-09-02,39.09,2007-06-15,2007-06-15,0.144,0.412,0.778,3.71,5.664,0.46,13590,12648,93.068,1984-07-17,,28.169,20.9,81.5,168.6,321.3,412.8,882,899,0.1187,0.1325,0.4763,0.23,0.035,0.1201,0.1044,0.4907,0.256,0.0263,0.1755,0.8186,,0.0059,0.0207,0.0062,0.4741,0.36,0.422,0.97,66.1,40.1,39.4,47.5,11.7,27.9,15.05,187,86,0.39,21.0,117.33,0.456,0.759,0.0457,0.0074,0.45,0.147,0.015,0.772,0.325,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27087,Derwent at Low Marishes,457.5,483290.0,477405.0,54.18567,-0.72517,Derwent,Low Marishes,15.0,EA-Y,F2702,27,1989-01-01,,US,,26.0,,true,true,false,true,false,false,false,true,false,false,false,false,false,PGI,1989-07-07,2021-09-30,4.072,0.396,1989-07-27,1989-07-27,27.5,2000-11-09,2000-11-09,1.03,2.17,3.286,8.05,9.56,0.82,11774,11627,98.751,1989-07-07,,14.689,16.7,24.0,84.5,208.7,295.7,751,741,0.1868,0.4841,0.2333,0.0573,0.0342,0.2116,0.4982,0.2223,0.0485,0.018,0.0587,0.4928,0.4485,,0.0191,0.3092,0.108,0.34,0.684,0.996,67.3,25.95,33.2,42.9,10.6,55.68,24.16,101,182,0.14,17.0,475.94,1.313,0.65,0.1876,0.0106,0.575,0.905,0.01,0.744,0.983,gdf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27088,Calder at Mytholmroyd,141.87,401160.0,426050.0,53.73084,-1.9839,Calder,Mytholmroyd,89.0,EA-Y,F1204,27,1989-01-01,,USVA,,,10.0,true,true,true,true,false,false,false,false,false,false,false,false,false,SR,1989-07-19,2018-06-25,3.903,0.094,1989-10-02,1989-10-04,103.0,2015-12-26,2015-12-26,0.429,1.28,2.07,9.28,13.3,0.45,10569,10550,99.82,1989-07-19,,82.325,88.5,198.0,336.0,424.9,503.4,1365,1360,0.1004,0.0074,0.4868,0.322,0.0472,0.0718,0.0055,0.3985,0.479,0.0336,,0.9334,,0.0666,0.0015,0.3495,0.0057,0.57,0.361,0.945,147.9,46.77,44.0,60.5,11.4,19.67,11.46,323,150,0.11,88.5,146.87,0.399,0.953,0.0238,0.0113,0.523,0.776,0.0229,0.646,0.806,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27089,Wharfe at Tadcaster,818.0,447706.0,444103.0,53.89092,-1.27561,Wharfe,Tadcaster,6.6,EA-Y,F2002,27,1991-01-01,,US,,,,true,true,true,true,false,false,false,true,true,false,false,false,false,SRPI,1991-06-27,2021-09-30,17.727,0.912,1996-08-19,1996-08-19,374.0,2015-12-26,2015-12-26,2.84,5.806,9.29,42.5,60.9,0.41,11054,11019,99.683,1991-06-27,,216.832,5.3,58.1,239.9,480.8,703.7,1138,1130,0.0904,0.0915,0.5909,0.1656,0.0444,0.0739,0.0866,0.504,0.2921,0.0344,0.0718,0.9213,,0.0069,0.0279,0.0791,0.3361,0.41,0.416,0.93,106.3,40.79,40.2,52.8,11.1,118.47,66.41,258,128,0.13,5.3,815.35,0.857,0.753,0.0576,0.0115,0.628,0.571,0.018,0.776,0.592,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27090,Swale at Catterick Bridge,499.4,422618.0,499315.0,54.38882,-1.65321,Swale,Catterick Bridge,60.0,EA-Y,F2306,27,1992-12,,USVA,450.0,,10.0,true,true,true,true,false,false,false,true,false,false,false,false,false,N,1992-12-17,2021-09-30,12.989,0.33,2010-07-04,2010-07-04,301.0,1995-01-31,1995-01-31,1.28,3.73,6.82,31.1,46.9,0.37,10515,10515,100.0,1992-12-17,,313.732,57.2,150.5,363.9,549.2,714.3,1194,1123,0.0548,0.0668,0.5405,0.3017,0.0195,0.0457,0.0745,0.3872,0.4793,0.0121,0.0004,0.9996,,,0.0141,0.2318,0.4269,0.61,0.381,0.998,119.0,46.29,41.0,52.7,11.0,60.72,32.15,358,84,0.19,57.4,497.56,0.668,0.746,0.0382,0.0041,,,0.008,0.744,0.318,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27091,Crimple at Blackstones,76.8,440132.0,452956.0,53.97112,-1.38969,Crimple,Blackstones,22.0,EA-Y,F2125,27,1991-01-03,,FV,,,17.0,true,false,false,false,false,false,false,false,false,false,false,false,false,,2000-01-01,2021-09-30,1.085,0.105,2006-07-30,2006-07-30,89.5,2015-12-26,2015-12-26,0.15,0.266,0.428,1.98,3.08,0.34,7944,7944,100.0,,,,21.6,40.0,88.7,169.1,243.1,773,752,0.0922,0.2895,0.476,,0.132,0.0573,0.2869,0.5477,0.0048,0.1024,0.0962,0.8593,,0.0446,0.0299,,0.4519,0.34,0.486,0.994,47.7,30.09,35.2,43.9,11.6,24.64,13.4,98,85,0.33,21.7,76.8,0.611,0.667,0.0691,0.0563,0.814,1.089,0.0685,0.884,1.088,gdf;gmf;cmr;cdr;cdr-d
27092,Esk at Briggswath,325.4,487316.0,508248.0,54.46211,-0.65449,Esk,Briggswath,7.0,EA-Y,F2902,27,1992-10-02,,US,,,,true,true,true,true,false,false,false,false,false,false,false,false,false,,1970-10-01,2021-09-30,4.832,0.12,1976-08-26,1976-08-26,142.4,1999-03-05,1999-03-05,0.62,1.308,2.324,10.68,17.27,0.41,18628,18123,97.289,1992-10-02,,129.246,6.3,123.9,221.7,323.6,432.5,896,877,0.1127,0.089,0.3099,0.4527,0.0249,0.1018,0.1014,0.336,0.456,0.0047,,0.7299,0.2701,,0.0737,0.1295,0.2106,0.4,0.349,0.999,110.0,48.58,35.8,46.9,10.5,46.65,24.65,222,62,0.1,6.4,325.27,0.316,0.787,0.023,0.0023,,,0.0038,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27093,Riccal at Nunnington,40.23,467280.0,480509.0,54.2159,-0.96977,Riccal,Nunnington,,EA-Y,F2581,27,2005-12-02,,US,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,,2006-02-09,2021-09-30,0.437,0.153,2018-09-19,2018-09-19,7.863,2021-01-20,2021-01-20,0.17,0.208,0.248,0.927,1.4,0.63,5713,5631,98.565,,,,,,,,,854,857,0.1748,0.2285,0.2344,0.3378,0.0155,0.1768,0.2383,0.2521,0.3323,0.0006,,,,,,,,0.38,0.512,1.0,93.4,34.35,32.5,42.7,10.3,23.77,14.18,197,169,0.41,32.7,40.23,0.451,0.415,0.0492,0.0032,,,0.002,,,gdf;gmf
27094,Wiske at Romanby Viewly Bridge,158.21,435094.0,492105.0,54.32332,-1.46195,Wiske,Romanby Viewly Bridge,28.4,EA-Y,F2322,27,2007-03-08,,USVA,,,,true,true,false,true,false,false,false,false,false,false,false,false,false,,2007-03-08,2021-09-30,1.384,0.043,2018-11-18,2018-11-18,31.7,2012-11-26,2012-11-26,0.121,0.26,0.462,3.83,6.34,0.34,5321,4956,93.14,2007-03-08,,14.0,28.4,39.7,57.8,81.6,314.1,658,637,0.0389,0.557,0.3598,0.0015,0.0376,0.0299,0.5508,0.3809,0.0036,0.0339,0.4348,0.0018,0.1282,0.4352,0.0363,,0.9606,0.34,0.367,0.998,29.9,39.07,29.6,36.9,10.3,39.43,17.03,62,268,0.09,28.4,158.21,1.005,0.925,0.1521,0.016,0.704,0.44,0.0182,0.82,0.407,gdf;gmf;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27095,Pickering Beck at Pickering,66.2,479664.0,484039.0,54.24585,-0.77897,Pickering Beck,Pickering,30.9,EA-Y,F2517,27,2000-09,,VA,,,,true,true,true,true,false,false,false,false,false,false,false,false,false,,2000-06-22,2020-09-30,0.906,0.001,2002-07-30,2002-07-30,17.44,2007-06-26,2007-06-26,0.211,0.443,0.686,1.766,2.28,0.69,7406,7383,99.689,2000-06-22,,8.261,30.9,87.1,169.7,245.8,295.7,850,837,0.2523,0.2584,0.3056,0.1591,0.0172,0.2546,0.3052,0.2789,0.156,0.0053,,0.7103,0.2897,,,0.0533,,0.4,0.688,1.0,116.5,20.02,33.8,45.6,10.7,23.24,11.65,169,179,0.34,30.9,66.2,0.266,0.883,0.0263,0.003,,,0.0034,,,gdf;gmf;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
27096,Wharfe at Netherside Hall,215.18,398561.0,464970.0,54.08065,-2.02349,Wharfe,Netherside Hall,172.1,EA-Y,F1906,27,2003-11,,USVA,,,,true,true,true,true,false,false,false,false,false,false,false,false,false,,2003-11-28,2021-09-30,10.758,0.086,2005-08-08,2005-08-08,200.7,2005-01-07,2005-01-07,0.764,2.536,4.989,27.56,39.64,0.27,6517,6517,100.0,2003-10-01,,215.537,172.1,258.3,425.4,572.6,703.7,1640,1583,0.0567,0.0012,0.7982,0.1221,0.005,0.0607,0.0008,0.5373,0.3989,0.002,,1.0,,,,0.1495,0.182,0.62,0.386,0.998,165.4,46.46,48.1,65.2,11.5,32.51,16.9,422,157,0.09,172.2,215.19,0.475,0.784,0.0345,0.0005,,,0.0018,,,gdf;gmf;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
